rep t logL AIC nb_colonies AUC BOYCE_index BOYCE_pvalue
10 14 290.892249994634 591.784499989269 5.794 0.753092903828198 -0.588683436707244 0.00632057499059801
10 15 273.162876581955 556.325753163909 7.914 0.751050420168067 -0.470328668065468 0.0153205654118852
10 16 260.830825450116 531.661650900233 9.965 0.758520074696545 -0.17570435278282 0.35302749530516
10 17 243.95112694561 497.90225389122 13.216 0.753618113912232 0.068379381772719 0.691912269792164
10 18 226.932840070548 463.865680141096 17.943 0.757761437908497 0.167474068903859 0.271495618895069
10 19 211.249770749088 432.499541498177 23.646 0.767448646125117 0.103016578962269 0.445726248307317
10 20 201.397443748029 412.794887496059 29.909 0.76202147525677 0.0596041944353759 0.611474655690172
10 21 191.539370988414 393.078741976828 37.464 0.764122315592904 0.139148462260332 0.201336380650401
10 22 184.464353023886 378.928706047771 47.02 0.760445845004669 0.330550023369847 0.000832930937346059
10 23 178.219188548134 366.438377096268 59.285 0.768644957983193 0.799091360597548 2.78888842402443e-26
10 24 176.235846743355 362.47169348671 72.205 0.764151493930906 0.799989058164409 4.50091361885074e-31
10 25 178.24240716851 366.484814337019 87.934 0.765056022408964 0.643444094400324 5.12127462011954e-19
